iri	label	type	parentlabel	category	definition	min	max	average	median	upper_quartile	lower_quartile	number_distinct_values	distinct_values	variable	replaces
EUPATH_0009247_4_1_1_77	4.1.1.77: 2-oxo-3-hexenedioate decarboxylase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.296678	9.15677	2.66690283333333	1.553602	3.711395	1.0086925	36			
EUPATH_0009247_4_1_1_8	4.1.1.8: Oxalyl-CoA decarboxylase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.172693	20.021238	2.43151816666667	1.213246	3.004563	0.606525	96			
EUPATH_0009247_4_1_1_81	4.1.1.81: Threonine-phosphate decarboxylase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.249396	16.79173	1.94349005263158	0.998007	1.888019	0.5456515	76			
EUPATH_0009247_4_1_1_82	4.1.1.82: Phosphonopyruvate decarboxylase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.112643	56.7549	4.43307745	1.69976	2.790335	0.70634	60			
EUPATH_0009247_4_1_1_83	4.1.1.83: 4-hydroxyphenylacetate decarboxylase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.073754	58.422321	5.58874201360544	2.42079	5.766663	1.151249	147			
EUPATH_0009247_4_1_1_85	4.1.1.85: 3-dehydro-L-gulonate-6-phosphate decarboxylase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.131362	39.782845	2.66325129508197	1.13811	2.4819	0.628707	122			
EUPATH_0009247_4_1_1_86	4.1.1.86: Diaminobutyrate decarboxylase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.418559	6.16939	1.71897405	1.267545	2.1091	0.875291	20			
EUPATH_0009247_4_1_1_88	4.1.1.88: Biotin-independent malonate decarboxylase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.439776	0.439776	0.439776	0.439776			1	["0.439776"]		
EUPATH_0009247_4_1_1_9	4.1.1.9: Malonyl-CoA decarboxylase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.486296	7.64656	3.12920841666667	2.02453	4.78208	1.07529	12			
EUPATH_0009247_4_1_1_96	4.1.1.96: Carboxynorspermidine decarboxylase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.152287	52.9355	4.04104046478873	2.13395	3.89823	1.038015	284			
EUPATH_0009247_4_1_1_97	4.1.1.97: 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.645135	1.55925	1.1021925	1.1021925	1.55925	0.645135	2	["0.645135","1.559250"]		
EUPATH_0009247_4_1_1_98	4.1.1.98: 4-hydroxy-3-polyprenylbenzoate decarboxylase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.108426	91.1818	4.40990333027523	1.50525	3.79586	0.837588	109			
EUPATH_0009247_4_1_2_13	4.1.2.13: Fructose-bisphosphate aldolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		3.471222	330.62133	48.1341499526316	37.933741	60.571588	23.334586	570			
EUPATH_0009247_4_1_2_14	4.1.2.14: 2-dehydro-3-deoxy-phosphogluconate aldolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.145383	48.17674	3.89127528	2.05805	3.983885	1.113191	275			
EUPATH_0009247_4_1_2_17	4.1.2.17: L-fuculose-phosphate aldolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.063814	239.18449	6.1996510745614	2.0269945	4.772795	1.005191	228			
EUPATH_0009247_4_1_2_19	4.1.2.19: Rhamnulose-1-phosphate aldolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.136772	42.6616	2.90712893333333	1.372555	3.03134	0.764547	150			
EUPATH_0009247_4_1_2_2	4.1.2.2: Ketotetrose-phosphate aldolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.309951	1.65981	0.84695166666667	0.571094	1.115452	0.4405225	3	["0.309951","0.571094","1.659810"]		
EUPATH_0009247_4_1_2_20	4.1.2.20: 2-dehydro-3-deoxyglucarate aldolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.157967	88.3994	4.98933854966887	1.918502	3.808885	0.8613995	151			
EUPATH_0009247_4_1_2_21	4.1.2.21: 2-dehydro-3-deoxy-6-phosphogalactonate aldolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.301003	39.47024	3.43020130769231	1.31652	3.03867	0.904445	65			
EUPATH_0009247_4_1_2_22	4.1.2.22: Fructose-6-phosphate phosphoketolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.133675	59.3318	5.83860246315789	2.73619	5.58703	1.47033	95			
EUPATH_0009247_4_1_2_25	4.1.2.25: Dihydroneopterin aldolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.231618	118.848377	8.93098033091787	3.7848525	8.96231	1.61985	414			
EUPATH_0009247_4_1_2_28	4.1.2.28: 2-dehydro-3-deoxy-D-pentonate aldolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		1.08863	3.87464	2.04897666666667	1.18366	2.52915	1.136145	3	["1.088630","1.183660","3.874640"]		
EUPATH_0009247_4_1_2_29	4.1.2.29: 5-dehydro-2-deoxyphosphogluconate aldolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.207511	13.2961	1.61395745454545	0.8186165	1.6294	0.40156	22			
EUPATH_0009247_4_1_2_4	4.1.2.4: Deoxyribose-phosphate aldolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.541966	120.788008	9.43136760488798	6.07316	11.050467	3.49812	491			
EUPATH_0009247_4_1_2_40	4.1.2.40: Tagatose-bisphosphate aldolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.086707	80.171982	4.39135338709677	1.990837	4.6273	0.8562745	155			
EUPATH_0009247_4_1_2_42	4.1.2.42: D-threonine aldolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.127243	68.3214	6.13483978846154	1.74674	5.100655	0.951882	52			
EUPATH_0009247_4_1_2_43	4.1.2.43: 3-hexulose-6-phosphate synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.931047	0.995124	0.9630855	0.9630855	0.995124	0.931047	2	["0.931047","0.995124"]		
EUPATH_0009247_4_1_2_44	4.1.2.44: Benzoyl-CoA-dihydrodiol lyase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.258326	53.443	5.97275098245614	2.49307	4.79317	1.1718	57			
EUPATH_0009247_4_1_2_48	4.1.2.48: Low-specificity L-threonine aldolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.164833	96.37576	5.06505794007491	1.97444	5.0960025	1.02602	267			
EUPATH_0009247_4_1_2_5	4.1.2.5: L-threonine aldolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.169797	135.9639	6.0377666255144	2.494477	5.234	1.0969265	243			
EUPATH_0009247_4_1_2_50	4.1.2.50: 6-carboxytetrahydropterin synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.622335	8.38772	3.980837	3.3175	5.52084	2.05579	5	["0.622335","2.055790","3.317500","5.520840","8.387720"]		
EUPATH_0009247_4_1_2_52	4.1.2.52: 4-hydroxy-2-oxoheptanedioate aldolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.194473	18.81799	3.1636054375	1.6171835	2.7078	1.1510565	16			
EUPATH_0009247_4_1_2_53	4.1.2.53: 2-keto-3-deoxy-L-rhamnonate aldolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.294221	4.40597	1.72442542105263	1.460405	2.677652	0.571894	19			
EUPATH_0009247_4_1_2_57	4.1.2.57: Sulfofructosephosphate aldolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.386997	28.3456	2.84673648275862	1.406259	2.8822	0.745924	29			
EUPATH_0009247_4_1_2_9	4.1.2.9: Phosphoketolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.446644	87.2743	6.84798402631579	2.740255	4.74241	1.42205	76			
EUPATH_0009247_4_1_3_1	4.1.3.1: Isocitrate lyase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.213917	45.39228	2.94784006206897	1.584374	3.358605	0.888611	145			
EUPATH_0009247_4_1_3_16	4.1.3.16: 4-hydroxy-2-oxoglutarate aldolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.145383	70.92791	4.93595636085627	2.558227	5.1217815	1.233425	327			
EUPATH_0009247_4_1_3_17	4.1.3.17: 4-hydroxy-4-methyl-2-oxoglutarate aldolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.169504	63.7615	3.96742923214286	1.85071	3.843935	0.9261815	168			
EUPATH_0009247_4_1_3_27	4.1.3.27: Anthranilate synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.200843	249.1413	10.3505110146699	3.478188	9.52378	1.552023	409			
EUPATH_0009247_4_1_3_3	4.1.3.3: N-acetylneuraminate lyase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.330734	115.0996	7.9020140372093	4.364136	8.2285	2.31651	430			
EUPATH_0009247_4_1_3_30	4.1.3.30: Methylisocitrate lyase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.182137	146.3105	6.68162828323699	1.902558	4.92864	0.84451	173			
EUPATH_0009247_4_1_3_32	4.1.3.32: 2,3-dimethylmalate lyase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		6.2555	6.2555	6.2555	6.2555			1	["6.255500"]		
EUPATH_0009247_4_1_3_34	4.1.3.34: Citryl-CoA lyase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.161146	21.69568	2.53534381818182	0.849479	1.4204	0.48368	33			
EUPATH_0009247_4_1_3_36	4.1.3.36: 1,4-dihydroxy-2-naphthoyl-CoA synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.354563	87.289517	6.68427395100223	3.599359	6.99642	2.184026	449			
EUPATH_0009247_4_1_3_38	4.1.3.38: Aminodeoxychorismate lyase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.15378	42.065665	3.32763702105263	1.330371	2.7198345	0.80895	95			
EUPATH_0009247_4_1_3_39	4.1.3.39: 4-hydroxy-2-oxovalerate aldolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.061511	39.97655	2.69373472477064	1.443507	3.29916	0.681994	109			
EUPATH_0009247_4_1_3_4	4.1.3.4: Hydroxymethylglutaryl-CoA lyase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.201681	74.3344	6.09680422340426	2.47896	6.14682	1.17209	94			
EUPATH_0009247_4_1_3_40	4.1.3.40: Chorismate lyase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.291161	77.3261	4.9917044953271	2.259668	4.4127095	0.9586115	107			
EUPATH_0009247_4_1_3_6	4.1.3.6: Citrate (pro-3S)-lyase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.220963	102.54633	7.44448880769231	3.968625	8.072816	1.88677	442			
EUPATH_0009247_4_1_99_1	4.1.99.1: Tryptophanase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.120113	114.58672	4.82569278864353	2.62438	4.88374	1.403442	317			
EUPATH_0009247_4_1_99_12	4.1.99.12: 3,4-dihydroxy-2-butanone-4-phosphate synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.568559	748.70527	16.9413974240506	5.30024	11.875917	2.750822	474			
EUPATH_0009247_4_1_99_14	4.1.99.14: Spore photoproduct lyase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		2.06203	2.06203	2.06203	2.06203			1	["2.062030"]		
EUPATH_0009247_4_1_99_17	4.1.99.17: Phosphomethylpyrimidine synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.201353	131.805485	9.76702027668845	4.18964	9.939705	2.290758	459			
EUPATH_0009247_4_1_99_18	4.1.99.18: Cyclic pyranopterin phosphate synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		1.23625	4.91676	2.761175	2.445845	3.75374	1.76861	4	["1.236250","2.300970","2.590720","4.916760"]		
EUPATH_0009247_4_1_99_19	4.1.99.19: 2-iminoacetate synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.069539	85.527737	3.69978328695652	1.558837	3.2072035	0.7947565	115			
EUPATH_0009247_4_1_99_2	4.1.99.2: Tyrosine phenol-lyase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.188264	104.53273	5.94187761940298	2.3973685	5.18104	1.182408	134			
EUPATH_0009247_4_1_99_22	4.1.99.22	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.128281	164.093	6.27366118181818	1.778565	4.742956	0.910027	198			
EUPATH_0009247_4_1_99_3	4.1.99.3: Deoxyribodipyrimidine photo-lyase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.190271	26.743042	2.92716112162162	1.497425	4.14089	0.746569	74			
EUPATH_0009247_4_2_1_1	4.2.1.1: Carbonate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.123921	234.3169	9.89919569277108	3.149597	7.94273	1.2609145	332			
EUPATH_0009247_4_2_1_10	4.2.1.10: 3-dehydroquinate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.354677	254.59454	13.1943227855711	5.25551	10.9342405	2.80854	499			
EUPATH_0009247_4_2_1_103	4.2.1.103: Cyclohexyl-isocyanide hydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.255616	24.64	3.16714215789474	1.35716	2.065705	0.822268	19			
EUPATH_0009247_4_2_1_104	4.2.1.104: Cyanase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.354028	53.8442	4.33539211494253	1.655109	2.93905	0.979781	87			
EUPATH_0009247_4_2_1_106	4.2.1.106: Bile-acid 7-alpha-dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.713945	9.10104	4.42553625	3.94358	6.65435	2.1967225	4	["0.713945","3.679500","4.207660","9.101040"]		
EUPATH_0009247_4_2_1_107	4.2.1.107: hydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.349188	37.8873	4.62856523333333	1.636475	3.4605	0.898001	30			
EUPATH_0009247_4_2_1_108	4.2.1.108: Ectoine synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.328434	59.5225	7.28526447058823	2.68593	7.482405	1.13904	68			
EUPATH_0009247_4_2_1_109	4.2.1.109: Methylthioribulose 1-phosphate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.289775	12.1985	1.78316828	1.29543	1.96424	0.709292	25			
EUPATH_0009247_4_2_1_11	4.2.1.11: Phosphopyruvate hydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		1.88831	266.78981	33.640791409894	23.3404345	42.20855	13.36944	566			
EUPATH_0009247_4_2_1_113	4.2.1.113: o-succinylbenzoate synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.070365	31.96381	2.47889432142857	1.5143955	3.14563	0.712285	112			
EUPATH_0009247_4_2_1_115	4.2.1.115: UDP-N-acetylglucosamine 4,6-dehydratase (inverting)	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.268222	9.03428	1.98725164285714	0.8519685	2.10782	0.607864	14			
EUPATH_0009247_4_2_1_118	4.2.1.118: 3-dehydroshikimate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.425471	0.425471	0.425471	0.425471			1	["0.425471"]		
EUPATH_0009247_4_2_1_119	4.2.1.119: Enoyl-CoA hydratase 2	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.236864	33.33626	4.4004003125	1.70278	4.66208	0.9184225	48			
EUPATH_0009247_4_2_1_12	4.2.1.12: Phosphogluconate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.154362	36.476316	3.29056825899281	1.768598	4.1430545	0.963189	139			
EUPATH_0009247_4_2_1_120	4.2.1.120: 4-hydroxybutanoyl-CoA dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		1.01423	1.01423	1.01423	1.01423			1	["1.014230"]		
EUPATH_0009247_4_2_1_126	4.2.1.126: N-acetylmuramic acid 6-phosphate etherase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.125071	90.12574	3.97817700404858	1.880438	4.2767275	0.911916	247			
EUPATH_0009247_4_2_1_130	4.2.1.130: D-lactate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.148001	43.56213	3.11115063478261	1.655076	3.219136	0.8883275	115			
EUPATH_0009247_4_2_1_135	4.2.1.135: UDP-N-acetylglucosamine 4,6-dehydratase (configuration-retaining)	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.417683	16.9306	2.33125870491803	1.22967	2.33764	0.853239	61			
EUPATH_0009247_4_2_1_136	4.2.1.136: ADP-dependent NAD(P)H-hydrate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.14995	112.62	9.35090950928382	3.187472	8.75472	1.47401	377			
EUPATH_0009247_4_2_1_149	4.2.1.149: Crotonobetainyl-CoA hydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.156154	11.5625	1.95963066666667	1.288955	2.11586	0.814859	24			
EUPATH_0009247_4_2_1_151	4.2.1.151: Chorismate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.38824	59.0019	4.96320214285714	1.351989	2.582058	0.77716	21			
EUPATH_0009247_4_2_1_163	4.2.1.163	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.645686	8.20528	2.8618505	1.298218	5.06137	0.662331	4	["0.645686","0.678976","1.917460","8.205280"]		
EUPATH_0009247_4_2_1_167	4.2.1.167	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.472593	0.869871	0.72511675	0.7790015	0.844412	0.6058215	4	["0.472593","0.739050","0.818953","0.869871"]		
EUPATH_0009247_4_2_1_17	4.2.1.17: Enoyl-CoA hydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.147858	486.3307	13.7121803622047	3.06154	7.91851	1.345743	381			
EUPATH_0009247_4_2_1_19	4.2.1.19: Imidazoleglycerol-phosphate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.241256	131.2232	8.51046147355164	3.413851	7.647743	1.86628	396			
EUPATH_0009247_4_2_1_2	4.2.1.2: Fumarate hydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.49459	232.75989	18.4458260907407	11.815629	20.087303	6.752396	540			
EUPATH_0009247_4_2_1_20	4.2.1.20: Tryptophan synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.194164	496.06582	19.2591155425743	7.6109	15.19632	3.604383	505			
EUPATH_0009247_4_2_1_22	4.2.1.22: Cystathionine beta-synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.422552	6.06304	2.25369108333333	1.89841	2.799335	1.215565	12			
EUPATH_0009247_4_2_1_24	4.2.1.24: Porphobilinogen synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.18518	109.5836	5.2987144	2.622257	5.40788	1.214466	295			
EUPATH_0009247_4_2_1_28	4.2.1.28: Propanediol dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.169203	10.2271	2.2759315	1.23149	3.63425	0.435968	34			
EUPATH_0009247_4_2_1_3	4.2.1.3: Aconitate hydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.265365	179.4044	11.8000297535934	5.663726	11.896811	2.737113	487			
EUPATH_0009247_4_2_1_30	4.2.1.30: Glycerol dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.329065	11.5882	2.65415929411765	1.627154	3.42383	0.935334	34			
EUPATH_0009247_4_2_1_32	4.2.1.32: L(+)-tartrate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.070233	99.722006	4.78643596444444	2.332004	4.950764	1.038614	225			
EUPATH_0009247_4_2_1_33	4.2.1.33: 3-isopropylmalate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.404064	316.941692	19.61275657393	8.4415525	18.580375	4.09368	514			
EUPATH_0009247_4_2_1_35	4.2.1.35: (R)-2-methylmalate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.695342	1.47156	1.083451	1.083451	1.47156	0.695342	2	["0.695342","1.471560"]		
EUPATH_0009247_4_2_1_36	4.2.1.36: Homoaconitate hydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.17101	3.82042	1.28659833333333	1.080073	1.717062	0.676004	21			
EUPATH_0009247_4_2_1_39	4.2.1.39: Gluconate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		1.34381	1.34381	1.34381	1.34381			1	["1.343810"]		
EUPATH_0009247_4_2_1_40	4.2.1.40: Glucarate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.093424	154.27634	4.49662738518519	1.74649	3.8818285	0.8072555	135			
EUPATH_0009247_4_2_1_41	4.2.1.41: 5-dehydro-4-deoxyglucarate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.214834	144.6667	8.67564448507463	2.90601	6.45099	1.50931	134			
EUPATH_0009247_4_2_1_42	4.2.1.42: Galactarate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.125509	162.920942	4.9241603744856	2.09062	4.73666	1.11092	243			
EUPATH_0009247_4_2_1_44	4.2.1.44: Myo-inosose-2 dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.133747	33.4563	3.42957591666667	1.9949885	4.411815	0.998473	84			
EUPATH_0009247_4_2_1_45	4.2.1.45: CDP-glucose 4,6-dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.154786	31.6422	3.18090762626263	1.81744	3.4471	0.8873505	99			
EUPATH_0009247_4_2_1_46	4.2.1.46: dTDP-glucose 4,6-dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.622062	658.27683	15.6472407408124	7.738074	13.931077	3.855615	517			
EUPATH_0009247_4_2_1_47	4.2.1.47: GDP-mannose 4,6-dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.292522	116.0095	7.17401949559471	4.01418	7.47318	2.191306	454			
EUPATH_0009247_4_2_1_49	4.2.1.49: Urocanate hydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.433755	146.7953	9.42772801662708	4.227922	10.219767	2.02729	421			
EUPATH_0009247_4_2_1_51	4.2.1.51: Prephenate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.130201	135.2396	8.63849903041825	2.73686	6.506449	1.04813	263			
EUPATH_0009247_4_2_1_52	4.2.1.52: Transferred entry: 4.3.3.7	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.331573	4.28115	1.55777893333333	1.11568	2.051165	0.675875	15			
EUPATH_0009247_4_2_1_53	4.2.1.53: Oleate hydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.220753	29.87173	4.50375584713376	2.28007	4.395517	1.04152	157			
EUPATH_0009247_4_2_1_54	4.2.1.54: Lactoyl-CoA dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.235534	8.87934	2.11966005882353	1.15292	3.65365	0.679798	34			
EUPATH_0009247_4_2_1_55	4.2.1.55: 3-hydroxybutyryl-CoA dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.234487	98.674	6.20985588300836	3.96172	7.28938	1.9878465	359			
EUPATH_0009247_4_2_1_56	4.2.1.56: Itaconyl-CoA hydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		10.097	10.097	10.097	10.097			1	["10.097000"]		
EUPATH_0009247_4_2_1_59	4.2.1.59: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.256693	119.51215	9.17735172151899	4.57538	9.419239	2.33161	474			
EUPATH_0009247_4_2_1_6	4.2.1.6: Galactonate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.170276	75.5181	4.63837272903226	1.894806	4.51991	0.91304	155			
EUPATH_0009247_4_2_1_68	4.2.1.68: L-fuconate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.622263	117.017	15.3324119361702	4.41901	17.39965	2.137425	47			
EUPATH_0009247_4_2_1_7	4.2.1.7: Altronate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.124579	67.512462	3.37245531868132	1.81238	3.29781	0.941763	182			
EUPATH_0009247_4_2_1_70	4.2.1.70: Pseudouridylate synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.094347	79.355847	4.81910792509363	2.381017	5.094603	1.032029	267			
EUPATH_0009247_4_2_1_75	4.2.1.75: Uroporphyrinogen-III synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.124083	34.21595	3.06071985840708	1.679843	3.474101	0.967733	226			
EUPATH_0009247_4_2_1_77	4.2.1.77: Trans-L-3-hydroxyproline dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.858647	8.64032	4.4041667	3.35927	6.82735	1.98134	10	["0.858647","1.751320","1.981340","2.042760","2.244590","4.473950","6.724820","6.827350","8.496570","8.640320"]		
EUPATH_0009247_4_2_1_79	4.2.1.79: 2-methylcitrate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.18795	95.1442	7.08724329565217	2.075871	5.378145	0.9631285	115			
EUPATH_0009247_4_2_1_8	4.2.1.8: Mannonate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.30579	95.015101	6.30837709840426	3.481115	6.233312	1.80478	376			
EUPATH_0009247_4_2_1_80	4.2.1.80: 2-oxopent-4-enoate hydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.093319	39.7778	4.53190905882353	1.898257	4.53396	0.898442	119			
EUPATH_0009247_4_2_1_81	4.2.1.81: D(-)-tartrate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.074073	8.96746	0.88618707407407	0.4376035	1.05188	0.226802	54			
EUPATH_0009247_4_2_1_82	4.2.1.82: Xylonate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.33964	2.27354	1.61682166666667	1.737955	2.05691	1.55493	6	["0.339640","1.554930","1.675180","1.800730","2.056910","2.273540"]		
EUPATH_0009247_4_2_1_84	4.2.1.84: Nitrile hydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		2.93428	2.93428	2.93428	2.93428			1	["2.934280"]		
EUPATH_0009247_4_2_1_85	4.2.1.85: Dimethylmaleate hydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.09255	28.782276	2.2578755	1.2377795	2.3022125	0.5675435	112			
EUPATH_0009247_4_2_1_9	4.2.1.9: Dihydroxy-acid dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.155723	456.4167	15.3550937122736	5.19884	12.7505	2.794704	497			
EUPATH_0009247_4_2_1_90	4.2.1.90: L-rhamnonate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.295172	167.0843	7.68079298536585	2.63048	5.96413	1.04224	205			
EUPATH_0009247_4_2_1_91	4.2.1.91: Arogenate dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.419096	30.4174	7.07572316129032	3.05079	8.839145	1.14909	31			
EUPATH_0009247_4_2_1_96	4.2.1.96: 4a-hydroxytetrahydrobiopterin dehydratase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.192812	55.598	4.75593592741935	1.84746	4.789932	0.8291885	124			
